-0.6	0.015707963267948967	0.00002485366640962576
-0.6	0.031415926535897934	0.000024847923032869486
-0.6	0.047123889803846894	0.00002483834403645634
-0.6	0.06283185307179587	0.00002482491935899597
-0.6	0.07853981633974483	0.0000248076348972472
-0.6	0.09424777960769379	0.000024786472488889593
-0.6	0.10995574287564278	0.00002476140989046866
-0.6	0.12566370614359174	0.000024732420750590134
-0.6	0.1413716694115407	0.000024699474578458388
-0.6	0.15707963267948966	0.000024662536707876572
-0.6	0.17278759594743862	0.00002462156825685062
-0.6	0.18849555921538758	0.000024576526082967
-0.6	0.20420352248333656	0.000024527362734745683
-0.6	0.21991148575128555	0.000024474026399204728
-0.6	0.23561944901923448	0.000024416460845913196
-0.6	0.25132741228718347	0.000024354605367854553
-0.6	0.26703537555513246	0.00002428839471947378
-0.6	0.2827433388230814	0.000024217759052340346
-0.6	0.2984513020910303	0.000024142623848924322
-0.6	0.3141592653589793	0.000024062909855058287
-0.6	0.32986722862692824	0.000023978533011741592
-0.6	0.34557519189487723	0.00002388940438703851
-0.6	0.3612831551628262	0.000023795430108929343
-0.6	0.37699111843077515	0.000023696511300093534
-0.6	0.39269908169872414	0.000023592544015739538
-0.6	0.4084070449666731	0.000023483419185748093
-0.6	0.4241150082346221	0.00002336902256256466
-0.6	0.4398229715025711	0.00002324923467646803
-0.6	0.45553093477052	0.00002312393080005293
-0.6	0.47123889803846897	0.000022992980924001063
-0.6	0.48694686130641796	0.000022856249746477472
-0.6	0.5026548245743669	0.000022713596678780228
-0.6	0.5183627878423159	0.00002256487587019394
-0.6	0.5340707511102649	0.00002240993625535353
-0.6	0.5497787143782138	0.000022248621627817707
-0.6	0.5654866776461628	0.00002208077074398244
-0.6	0.5811946409141118	0.000021906217461937797
-0.6	0.5969026041820606	0.000021724790920388093
-0.6	0.6126105674500096	0.000021536315763317236
-0.6	0.6283185307179586	0.000021340612416691522
-0.6	0.6440264939859075	0.000021137497424149892
-0.6	0.6597344572538565	0.000020926783849339385
